Wavelength,Flux,BestFit,SkyFlux
5547.536,12.019,11.535,8.341
5548.812,10.607,11.468,7.572
5550.088,12.458,11.482,7.137
5551.368,11.866,11.555,7.630
5552.645,9.861,11.537,7.681
5553.926,10.515,11.505,7.314
5555.203,12.238,11.475,6.846
5556.484,13.000,11.515,6.834
5557.763,11.396,11.499,7.112
5559.041,10.915,11.331,6.940
5560.323,11.277,11.312,6.799
5561.602,10.600,11.097,6.975
5562.885,10.772,10.967,7.155
5564.164,10.423,10.884,7.969
5565.447,10.490,10.845,9.174
5566.728,11.741,10.966,8.898
5568.008,10.911,11.193,7.589
5569.292,11.047,11.329,6.965
5570.574,10.161,11.485,7.057
5571.858,12.959,11.635,7.091
5573.140,12.516,11.707,6.536
5574.425,12.311,11.722,6.281
5575.707,10.032,11.802,8.802
5576.993,13.903,11.873,49.050
5578.276,14.633,11.869,219.951
5579.559,14.032,11.748,287.041
5580.846,10.947,11.540,156.240
5582.130,10.891,11.327,35.781
5583.417,10.979,11.169,10.250
5584.702,11.252,11.156,7.063
5585.989,12.674,11.243,6.508
5587.275,13.098,11.286,6.507
5588.560,12.335,11.268,6.683
5589.849,11.587,11.270,7.702
5591.135,11.118,11.260,8.106
5592.424,11.526,11.242,8.136
5593.710,10.279,11.209,7.494
5595.000,11.398,11.214,6.814
5596.287,12.003,11.259,6.647
5597.575,10.070,11.340,7.018
5598.866,11.326,11.534,7.537
5600.154,10.531,11.647,7.668
5601.445,11.321,11.744,7.403
5602.734,11.454,11.816,6.733
5604.026,11.869,11.846,6.323
5605.315,11.865,11.819,7.805
5606.604,14.200,11.669,9.330
5607.897,11.630,11.463,9.446
5609.187,10.643,11.293,8.053
5610.481,11.102,11.144,7.249
5611.771,11.002,10.966,7.381
5613.065,12.317,10.807,7.431
5614.357,10.875,10.849,7.273
5615.648,10.639,10.875,7.088
5616.943,11.577,10.872,7.233
5618.235,10.822,10.991,7.524
5619.531,9.512,11.162,7.863
5620.824,12.039,11.235,7.293
5622.120,12.116,11.377,6.937
5623.413,12.357,11.352,7.649
5624.707,11.948,11.300,8.502
5626.004,11.581,11.237,9.317
5627.298,11.828,11.129,8.347
5628.596,11.588,11.014,7.753
5629.891,10.813,10.992,7.265
5631.189,10.702,10.954,7.409
5632.484,10.459,10.952,7.204
5633.780,9.658,10.973,7.251
5635.079,10.329,10.964,7.398
5636.376,11.773,10.912,7.251
5637.675,10.749,10.880,7.519
5638.972,9.670,10.900,7.559
5640.273,10.001,10.928,7.738
5641.570,10.923,10.893,7.817
5642.868,10.448,10.887,7.630
5644.169,10.532,11.021,7.485
5645.468,11.715,11.123,8.176
5646.769,12.318,11.330,8.672
5648.069,11.833,11.432,8.651
5649.371,11.669,11.473,8.270
5650.671,10.518,11.464,7.625
5651.971,11.793,11.316,7.645
5653.274,9.506,11.057,7.976
5654.574,11.467,10.696,8.122
5655.878,10.046,10.210,7.880
5657.179,8.778,9.704,7.995
5658.484,8.715,9.284,8.071
5659.786,9.527,9.028,8.164
5661.088,9.374,8.993,7.831
5662.393,8.804,8.960,8.113
5663.696,8.028,8.935,8.192
5665.002,9.429,9.074,8.356
5666.305,10.718,9.444,8.903
5667.612,10.521,9.907,8.890
5668.916,10.540,10.213,9.042
5670.220,12.074,10.390,9.579
5671.527,9.582,10.369,10.219
5672.832,11.421,10.218,10.869
5674.140,9.682,9.946,10.828
5675.445,8.314,9.556,10.845
5676.754,9.773,9.315,10.060
5678.060,8.838,9.548,10.153
5679.369,9.793,10.032,10.218
5680.676,11.984,10.392,10.197
5681.983,10.721,10.621,11.527
5683.293,11.007,10.875,13.642
5684.600,10.801,10.896,15.811
5685.911,11.306,10.769,16.682
5687.219,10.319,10.794,17.463
5688.531,11.062,10.915,18.173
5689.839,12.460,11.085,18.999
5691.148,10.925,11.348,19.389
5692.461,11.113,11.585,18.961
5693.770,12.467,11.676,16.878
5695.083,12.780,11.635,14.972
5696.393,13.199,11.451,13.487
5697.707,12.652,11.201,12.255
5699.018,12.112,10.967,11.376
5700.329,11.724,10.653,10.939
5701.643,9.990,10.426,10.933
5702.955,10.217,10.400,11.013
5704.270,10.957,10.517,9.935
5705.582,11.594,10.736,9.371
5706.898,10.674,11.034,9.378
5708.211,11.591,11.268,9.082
5709.524,12.734,11.398,8.697
5710.841,12.765,11.521,8.618
5712.154,13.302,11.562,8.741
5713.472,11.494,11.604,9.363
5714.786,12.449,11.792,9.291
5716.104,12.524,11.890,8.485
5717.419,11.919,11.831,8.787
5718.734,12.454,11.724,8.991
5720.053,11.506,11.562,9.210
5721.369,10.548,11.266,8.767
5722.688,9.992,10.922,8.511
5724.004,11.155,10.912,8.957
5725.324,11.086,11.062,9.171
5726.642,10.994,11.273,8.855
5727.959,10.704,11.467,8.713
5729.280,11.598,11.593,8.238
5730.598,13.211,11.634,8.228
5731.919,11.341,11.626,8.230
5733.238,10.431,11.739,8.487
5734.560,12.003,11.956,8.218
5735.879,12.513,12.094,8.351
5737.199,12.434,12.145,8.235
5738.522,10.341,12.224,8.182
5739.842,12.728,12.233,7.877
5741.165,11.536,12.212,8.180
5742.486,13.590,12.178,7.943
5743.810,12.638,12.076,7.988
5745.132,13.040,11.923,8.052
5746.453,12.035,11.791,7.899
5747.779,11.497,11.660,8.326
5749.101,10.996,11.625,8.453
5750.427,12.295,11.637,8.252
5751.749,11.546,11.709,8.410
5753.076,11.786,11.816,8.474
5754.399,11.265,11.882,7.944
5755.723,11.594,11.917,8.020
5757.050,11.067,12.043,8.538
5758.375,12.892,12.131,8.361
5759.703,12.641,12.056,8.592
5761.028,10.958,11.789,8.573
5762.356,11.026,11.397,8.949
5763.682,9.950,10.994,8.757
5765.008,9.532,10.697,9.030
5766.337,10.756,10.413,9.647
5767.664,10.305,10.305,10.302
5768.994,11.654,10.346,11.875
5770.321,10.910,10.342,14.816
5771.651,9.961,10.436,16.811
5772.979,12.266,10.728,14.510
5774.307,10.634,11.057,11.708
5775.639,10.855,11.323,10.054
5776.967,11.515,11.530,9.463
5778.300,11.272,11.735,9.046
5779.629,10.604,11.949,9.138
5780.962,10.811,12.048,8.871
5782.291,11.887,12.066,8.832
5783.625,12.379,11.999,8.875
5784.955,12.453,11.934,8.895
5786.286,12.645,12.020,9.011
5787.621,12.137,12.239,9.471
5788.952,12.238,12.465,10.433
5790.287,11.909,12.561,12.789
5791.619,12.565,12.667,15.465
5792.954,11.464,12.810,16.392
5794.287,12.239,12.833,14.000
5795.620,13.123,12.712,11.805
5796.957,12.075,12.570,10.520
5798.290,11.715,12.370,9.862
5799.627,13.447,12.129,9.573
5800.961,11.835,11.889,9.137
5802.299,12.196,11.769,9.511
5803.634,11.665,11.978,9.709
5804.969,11.616,12.128,9.842
5806.308,12.434,12.255,9.556
5807.643,13.405,12.457,9.391
5808.983,11.929,12.663,9.632
5810.319,11.337,12.756,9.704
5811.659,12.645,12.864,9.955
5812.996,13.637,12.895,9.832
5814.333,13.677,13.005,9.465
5815.674,13.143,13.028,9.605
5817.012,12.572,12.932,9.617
5818.353,11.836,12.869,9.729
5819.692,13.314,12.769,9.609
5821.034,13.452,12.688,10.064
5822.373,12.892,12.648,10.162
5823.712,12.883,12.585,10.221
5825.055,11.763,12.496,10.310
5826.395,11.659,12.429,9.977
5827.739,12.345,12.336,10.156
5829.079,11.001,12.178,10.700
5830.424,11.222,11.937,10.160
5831.765,13.365,11.679,9.925
5833.106,11.020,11.442,10.522
5834.451,9.896,11.258,10.643
5835.794,10.425,11.259,10.345
5837.139,11.215,11.487,10.639
5838.482,12.067,11.754,10.375
5839.829,12.657,11.986,10.500
5841.172,13.200,12.184,10.563
5842.516,13.516,12.327,10.464
5843.863,12.362,12.337,10.709
5845.207,10.749,12.335,10.937
5846.555,11.899,12.262,11.016
5847.900,11.650,12.122,10.843
5849.249,10.369,12.034,10.837
5850.594,11.414,12.107,10.843
5851.940,10.968,12.225,10.763
5853.290,11.621,12.192,10.883
5854.636,11.998,12.172,10.628
5855.986,11.215,12.166,10.691
5857.334,11.849,12.183,11.010
5858.684,12.275,12.320,10.930
5860.032,12.593,12.570,10.761
5861.380,13.307,12.700,10.901
5862.732,13.155,12.896,10.637
5864.080,12.476,13.030,10.852
5865.433,11.359,13.070,11.865
5866.782,13.321,13.132,13.851
5868.135,12.619,13.106,16.472
5869.485,12.231,13.074,17.117
5870.835,13.761,12.901,15.267
5872.189,13.143,12.700,12.757
5873.540,12.482,12.571,11.307
5874.894,12.539,12.447,11.153
5876.246,13.834,12.231,10.444
5877.601,12.242,12.145,9.968
5878.953,10.242,11.987,9.471
5880.305,11.580,11.826,9.035
5881.661,10.659,11.807,8.830
5883.014,10.526,11.943,8.509
5884.371,13.022,12.104,8.448
5885.725,13.031,12.351,8.872
5887.082,11.692,12.527,9.845
5888.436,14.612,12.634,15.716
5889.794,14.373,12.700,40.294
5891.149,12.875,12.714,84.593
5892.504,9.964,12.699,92.257
5893.863,10.864,12.616,50.417
5895.219,11.517,12.517,26.478
5896.578,15.635,12.529,47.245
5897.935,11.289,12.602,64.566
5899.295,11.270,12.569,49.435
5900.652,12.843,12.455,22.274
5902.010,11.683,12.257,11.627
5903.371,12.550,12.138,9.541
5904.729,11.087,12.066,9.856
5906.090,11.501,12.004,10.318
5907.449,11.514,11.942,10.940
5908.811,11.486,11.790,11.246
5910.170,12.676,11.799,10.374
5911.530,13.514,11.812,9.664
5912.893,10.409,11.820,9.875
5914.254,10.096,11.857,10.476
5915.617,11.481,11.860,12.878
5916.978,12.238,11.698,15.479
5918.343,11.870,11.567,15.267
5919.704,10.323,11.478,12.661
5921.066,10.926,11.448,10.896
5922.431,12.643,11.504,10.586
5923.794,11.034,11.641,11.156
5925.160,11.793,11.805,12.456
5926.523,12.633,12.023,13.713
5927.890,10.714,12.203,13.653
5929.253,11.032,12.335,12.363
5930.617,12.377,12.438,11.816
5931.985,11.746,12.517,12.547
5933.350,10.965,12.577,15.720
5934.718,11.341,12.548,18.762
5936.083,11.294,12.534,17.303
5937.452,12.647,12.490,13.842
5938.818,12.314,12.417,12.291
5940.184,11.738,12.410,12.072
5941.554,11.813,12.447,11.987
5942.921,13.009,12.388,11.737
5944.291,10.855,12.266,11.802
5945.659,12.183,12.108,12.524
5947.030,12.485,12.005,13.525
5948.398,11.650,12.017,14.129
5949.766,12.173,11.953,13.092
5951.138,11.328,11.906,11.947
5952.507,11.044,11.995,12.519
5953.880,11.683,12.206,14.871
5955.249,10.696,12.465,18.084
5956.623,12.091,12.668,16.800
5957.993,13.989,12.710,13.490
5959.364,12.299,12.823,11.978
5960.738,12.340,12.712,11.733
5962.109,12.290,12.461,11.940
5963.484,12.305,12.242,11.853
5964.856,12.914,12.109,11.557
5966.231,12.073,12.099,11.687
5967.604,10.294,12.173,11.727
5968.977,9.693,12.190,11.519
5970.353,10.094,12.169,12.178
5971.727,11.596,12.123,13.150
5973.104,12.440,12.015,12.991
5974.478,11.632,11.916,12.086
5975.856,12.642,12.087,11.757
5977.230,11.300,12.248,13.079
5978.605,13.421,12.293,14.481
5979.984,13.434,12.275,14.603
5981.360,11.987,12.249,12.940
5982.739,11.813,12.191,11.585
5984.115,10.949,12.198,11.153
5985.495,11.073,12.245,11.252
5986.872,11.597,12.276,11.023
5988.249,12.732,12.270,10.921
5989.630,12.472,12.244,11.042
5991.008,11.951,12.212,10.923
5992.390,12.369,12.110,10.934
5993.768,12.391,12.022,10.670
5995.150,10.905,11.902,10.718
5996.530,10.668,11.768,11.061
5997.912,11.273,11.742,11.125
5999.292,11.684,11.823,11.194
6000.672,12.023,11.821,11.544
6002.056,11.734,11.876,10.889
6003.437,13.206,11.958,10.763
6004.821,13.839,12.067,11.829
6006.203,13.331,12.220,12.113
6007.588,12.405,12.196,11.171
6008.970,11.814,12.185,10.470
6010.352,11.486,12.209,10.066
6011.738,12.582,12.225,9.783
6013.121,12.318,12.262,10.053
6014.508,11.944,12.338,9.814
6015.891,12.391,12.283,9.521
6017.278,11.308,12.305,9.527
6018.663,12.044,12.272,9.666
6020.047,13.695,12.239,9.470
6021.436,11.778,12.256,9.303
6022.821,12.925,12.241,9.194
6024.210,13.555,12.139,9.185
6025.595,12.073,12.149,9.387
6026.985,12.163,12.134,9.363
6028.371,11.996,12.097,9.446
6029.758,12.665,12.059,9.505
6031.149,11.729,12.021,9.520
6032.536,10.787,12.078,9.441
6033.927,12.408,12.033,9.277
6035.315,12.423,12.010,9.960
6036.707,11.451,11.973,10.300
6038.096,11.368,11.931,9.909
6039.485,12.000,11.993,9.503
6040.878,11.231,12.122,9.278
6042.267,12.248,12.230,9.249
6043.661,12.582,12.424,9.100
6045.051,12.832,12.577,9.028
6046.445,12.423,12.580,8.957
6047.836,12.139,12.508,8.859
6049.227,11.827,12.485,9.029
6050.622,11.616,12.335,8.799
6052.014,12.071,12.168,8.591
6053.410,10.965,12.055,9.044
6054.802,11.421,12.032,8.941
6056.198,12.106,12.103,8.661
6057.592,11.804,12.171,8.509
6058.985,11.800,12.249,8.603
6060.382,12.900,12.297,8.697
6061.777,12.619,12.310,8.563
6063.174,11.665,12.332,8.708
6064.569,13.007,12.391,8.866
6065.968,14.530,12.423,8.437
6067.363,13.033,12.488,8.527
6068.759,11.878,12.536,8.874
6070.158,12.833,12.582,8.711
6071.555,12.920,12.606,8.728
6072.955,13.429,12.577,8.528
6074.352,11.989,12.626,8.399
6075.753,12.549,12.696,8.467
6077.150,11.802,12.733,8.348
6078.549,12.790,12.745,8.017
6079.950,13.217,12.722,8.016
6081.349,12.146,12.647,8.047
6082.751,12.501,12.606,8.050
6084.151,12.874,12.625,8.043
6085.554,12.221,12.582,7.931
6086.954,12.241,12.530,7.823
6088.354,11.680,12.492,8.028
6089.758,12.986,12.421,8.065
6091.159,12.333,12.396,7.915
6092.563,13.373,12.292,8.092
6093.965,12.732,12.245,7.970
6095.370,11.785,12.221,8.022
6096.772,12.086,12.185,8.362
6098.178,12.814,12.188,8.460
6099.581,12.091,12.206,8.519
6100.984,11.868,12.224,8.412
6102.391,12.122,12.235,8.188
6103.795,11.802,12.278,8.076
6105.203,12.565,12.345,8.344
6106.607,12.354,12.390,8.204
6108.015,11.821,12.425,8.165
6109.420,13.348,12.396,8.274
6110.826,11.467,12.423,8.013
6112.235,10.981,12.392,8.178
6113.641,13.013,12.264,8.005
6115.051,12.425,12.145,8.054
6116.458,11.726,11.966,7.947
6117.868,11.571,11.735,7.782
6119.276,12.483,11.633,7.617
6120.683,13.416,11.607,7.632
6122.095,12.924,11.610,7.625
6123.503,12.148,11.695,7.582
6124.915,11.764,11.806,7.688
6126.324,13.291,11.924,7.560
6127.737,12.718,12.020,7.721
6129.147,10.966,12.024,7.634
6130.557,11.693,11.961,7.754
6131.970,11.538,11.926,7.586
6133.381,11.299,11.877,7.397
6134.795,12.080,11.919,7.483
6136.207,12.434,12.048,7.588
6137.622,11.895,12.242,7.882
6139.034,11.843,12.441,8.273
6140.446,13.058,12.583,8.765
6141.862,13.270,12.703,8.984
6143.275,12.077,12.684,8.678
6144.691,12.878,12.646,8.768
6146.105,13.882,12.549,9.187
6147.522,12.455,12.352,9.245
6148.936,11.891,12.137,8.288
6150.351,11.329,12.025,7.778
6151.769,12.125,11.998,7.829
6153.184,12.009,12.054,8.398
6154.603,11.344,12.126,9.185
6156.019,11.436,12.158,9.854
6157.439,11.432,12.141,9.835
6158.855,11.116,12.086,9.341
6160.272,11.529,12.072,8.908
6161.693,11.946,12.120,10.044
6163.110,11.089,12.233,10.982
6164.531,12.042,12.357,10.415
6165.949,12.063,12.426,9.119
6167.371,13.120,12.490,7.903
6168.790,13.039,12.450,7.460
6170.209,12.512,12.391,8.290
6171.632,12.286,12.328,9.721
6173.052,13.020,12.246,10.177
6174.475,12.367,12.172,9.163
6175.896,12.054,12.160,7.996
6177.320,12.165,12.172,7.976
6178.741,11.115,12.208,8.398
6180.162,12.032,12.254,8.034
6181.588,13.382,12.274,7.483
6183.010,12.851,12.273,7.493
6184.435,11.763,12.368,7.693
6185.858,12.036,12.459,7.852
6187.285,11.691,12.421,7.812
6188.708,12.185,12.360,7.589
6190.132,12.877,12.369,7.558
6191.559,12.879,12.362,7.437
6192.983,12.944,12.199,7.533
6194.412,11.663,12.128,7.967
6195.837,11.490,12.001,8.218
6197.265,12.066,11.882,7.939
6198.691,10.839,11.896,7.572
6200.117,11.952,12.009,7.319
6201.547,11.766,12.020,7.463
6202.973,12.249,12.108,8.418
6204.404,12.201,12.180,9.244
6205.831,12.358,12.210,9.278
6207.262,12.891,12.255,7.993
6208.690,12.239,12.334,7.269
6210.122,11.818,12.356,7.409
6211.550,12.794,12.503,7.698
6212.979,13.463,12.622,7.989
6214.412,12.766,12.629,8.241
6215.842,13.049,12.614,8.089
6217.275,13.408,12.674,7.623
6218.705,12.078,12.648,7.396
6220.139,12.602,12.554,7.271
6221.570,11.910,12.443,8.272
6223.002,12.671,12.357,9.608
6224.437,12.125,12.282,9.909
6225.869,13.021,12.203,8.793
6227.304,11.659,12.209,7.320
6228.737,11.132,12.215,7.097
6230.173,11.296,12.333,7.090
6231.606,11.708,12.471,6.926
6233.040,13.430,12.539,7.194
6234.477,13.096,12.589,9.568
6235.911,12.217,12.668,14.351
6237.349,12.739,12.667,18.891
6238.784,11.849,12.546,18.847
6240.223,12.138,12.400,14.599
6241.659,10.829,12.310,11.854
6243.094,12.371,12.264,11.579
6244.534,11.848,12.214,11.245
6245.971,11.057,12.140,9.969
6247.411,11.148,12.050,8.650
6248.848,12.569,11.942,7.874
6250.289,11.331,11.826,7.735
6251.727,11.697,11.741,7.422
6253.165,11.500,11.731,7.149
6254.607,11.095,11.871,7.001
6256.046,11.863,12.021,7.318
6257.489,12.097,12.188,10.484
6258.928,11.917,12.399,16.056
6260.371,12.833,12.573,18.710
6261.812,13.436,12.603,15.262
6263.252,13.312,12.716,9.935
6264.696,13.684,12.786,9.030
6266.138,13.032,12.834,10.461
6267.583,12.949,12.911,11.413
6269.024,13.237,12.956,10.381
6270.470,12.087,12.876,8.950
6271.913,13.484,12.793,7.878
6273.355,13.692,12.772,7.485
6274.802,12.807,12.764,7.683
6276.246,12.605,12.751,8.247
6277.693,12.966,12.768,8.822
6279.137,13.579,12.770,9.420
6280.585,13.834,12.830,9.027
6282.030,13.734,12.843,7.875
6283.475,13.019,12.836,7.119
6284.924,13.320,12.811,7.112
6286.370,11.880,12.745,8.329
6287.819,14.510,12.801,12.700
6289.266,13.100,12.784,15.948
6290.716,11.962,12.766,15.427
6292.163,13.001,12.767,10.794
6293.611,12.689,12.748,7.986
6295.062,12.881,12.709,7.335
6296.510,13.663,12.740,7.632
6297.962,12.811,12.676,10.071
6299.411,13.165,12.604,21.913
6300.864,13.672,12.562,46.981
6302.313,9.028,12.578,66.804
6303.763,11.198,12.662,57.156
6305.217,13.834,12.691,25.026
6306.667,13.955,12.693,13.459
6308.122,13.777,12.614,17.856
6309.573,11.829,12.513,19.053
6311.028,13.199,12.508,13.698
6312.480,13.006,12.651,8.641
6313.932,13.012,12.796,7.065
6315.388,12.677,12.852,7.017
6316.841,13.064,12.886,6.765
6318.297,12.924,12.873,6.693
6319.751,12.527,12.816,7.003
6321.208,12.440,12.773,8.101
6322.662,11.905,12.674,9.981
6324.120,12.875,12.682,10.680
6325.575,12.931,12.649,9.027
6327.030,12.760,12.570,7.381
6328.489,12.501,12.445,7.638
6329.945,11.697,12.236,11.327
6331.405,12.100,12.062,15.914
6332.861,12.049,11.983,15.634
6334.322,12.360,11.963,11.270
6335.779,12.287,12.044,7.785
6337.236,12.104,12.198,6.923
6338.698,12.629,12.303,6.852
6340.156,13.080,12.380,6.710
6341.618,13.063,12.492,6.730
6343.077,12.458,12.564,6.996
6344.540,11.958,12.630,7.250
6345.999,12.927,12.707,7.131
6347.459,13.659,12.748,7.036
6348.923,13.461,12.785,8.312
6350.383,12.601,12.873,9.447
6351.848,13.358,12.954,9.168
6353.309,12.541,12.989,7.712
6354.774,12.255,12.958,7.136
6356.236,13.713,12.888,9.051
6357.698,12.234,12.884,11.962
6359.164,11.410,12.845,12.579
6360.627,12.519,12.826,9.929
6362.094,11.909,12.846,8.845
6363.557,12.720,12.856,14.338
6365.025,14.321,12.812,23.718
6366.489,13.211,12.772,25.856
6367.954,13.323,12.711,18.507
6369.422,13.633,12.779,9.224
6370.887,12.688,12.848,6.862
6372.357,13.080,12.886,6.449
6373.823,13.286,13.011,6.549
6375.292,13.575,13.010,6.662
6376.759,12.551,12.992,6.670
6378.226,14.024,13.004,6.587
6379.697,12.610,12.983,7.490
6381.164,13.275,12.959,8.348
6382.636,12.661,13.018,8.313
6384.104,13.035,12.999,7.498
6385.576,13.499,12.960,7.606
6387.045,12.818,12.975,9.041
6388.515,12.798,12.941,10.054
6389.988,12.717,12.864,9.393
6391.458,12.659,12.874,7.735
6392.932,14.034,12.874,6.739
6394.402,12.561,12.958,6.561
6395.877,13.515,12.973,6.522
6397.348,13.434,12.948,6.496
6398.820,13.568,12.933,6.457
6400.296,13.810,12.891,6.317
6401.768,14.047,12.843,6.257
6403.244,12.732,12.767,6.464
6404.717,13.094,12.701,6.594
6406.194,12.260,12.623,6.566
6407.668,12.240,12.543,6.417
6409.142,12.733,12.491,6.305
6410.620,12.499,12.365,6.257
6412.095,11.816,12.282,6.259
6413.573,12.222,12.225,6.569
6415.049,12.828,12.199,7.137
6416.528,11.018,12.210,7.355
6418.004,11.837,12.247,6.764
6419.481,12.291,12.334,6.561
6420.961,12.661,12.352,7.373
6422.438,12.537,12.349,7.822
6423.919,12.811,12.382,7.439
6425.397,12.059,12.456,6.748
6426.878,12.676,12.541,6.382
6428.357,11.552,12.613,6.464
6429.836,12.696,12.738,6.389
6431.319,12.916,12.799,6.339
6432.798,13.047,12.875,6.219
6434.281,12.820,12.940,6.243
6435.762,12.547,12.819,6.326
6437.246,12.478,12.631,6.368
6438.727,11.572,12.428,6.079
6440.211,12.281,12.263,5.980
6441.693,11.854,12.098,6.160
6443.175,12.134,11.900,6.125
6444.661,10.931,11.659,6.003
6446.143,11.294,11.265,6.009
6447.630,11.454,10.780,6.096
6449.113,10.568,10.304,6.221
6450.600,10.339,9.963,6.243
6452.084,10.494,9.876,6.621
6453.568,10.316,10.025,6.959
6455.056,10.656,10.105,6.890
6456.541,11.106,10.207,6.539
6458.030,11.252,10.480,6.707
6459.516,11.217,10.870,7.114
6461.006,11.559,11.268,7.034
6462.492,12.457,11.623,6.871
6463.979,12.754,11.886,7.877
6465.469,12.015,12.012,10.228
6466.957,11.945,12.151,12.593
6468.448,12.607,12.261,12.520
6469.936,12.997,12.303,11.012
6471.428,12.635,12.335,10.846
6472.917,13.131,12.319,11.935
6474.406,11.095,12.321,10.557
6475.899,11.935,12.290,7.837
6477.388,12.266,12.206,6.854
6478.882,11.992,12.153,7.342
6480.372,12.131,12.225,7.670
6481.867,13.565,12.299,7.034
6483.358,12.448,12.379,6.301
6484.849,12.124,12.409,5.953
6486.345,12.905,12.420,5.805
6487.837,12.141,12.436,5.850
6489.333,12.393,12.425,5.910
6490.826,13.349,12.389,5.857
6492.323,12.487,12.347,5.838
6493.816,12.576,12.340,5.895
6495.310,11.916,12.344,5.728
6496.808,12.723,12.349,6.031
6498.303,12.356,12.378,9.191
6499.801,12.566,12.401,15.620
6501.296,11.686,12.403,17.960
6502.796,12.644,12.487,13.259
6504.292,12.215,12.518,8.800
6505.788,12.340,12.447,8.857
6507.288,11.557,12.439,9.633
6508.785,11.749,12.501,8.645
6510.286,12.757,12.534,6.922
6511.784,12.329,12.501,6.054
6513.285,12.048,12.453,6.070
6514.784,12.860,12.425,6.409
6516.282,12.227,12.398,6.707
6517.785,11.877,12.375,6.478
6519.284,13.259,12.339,5.813
6520.788,12.582,12.327,5.549
6522.288,12.840,12.330,6.800
6523.792,11.671,12.345,8.547
6525.293,13.332,12.397,8.852
6526.794,12.760,12.456,7.517
6528.299,13.133,12.483,6.386
6529.801,12.775,12.522,6.188
6531.306,12.828,12.591,6.013
6532.809,12.931,12.627,9.105
6534.315,12.039,12.593,13.474
6535.819,11.589,12.658,14.631
6537.322,12.486,12.662,10.916
6538.830,12.453,12.636,7.121
6540.334,12.228,12.647,6.137
6541.842,12.841,12.623,6.331
6543.347,12.988,12.472,7.181
6544.856,12.722,12.444,9.052
6546.362,12.150,12.396,9.945
6547.867,12.358,12.376,8.989
6549.377,12.585,12.352,6.631
6550.884,12.302,12.311,6.158
6552.395,12.407,12.307,6.708
6553.902,12.444,12.289,11.288
6555.413,12.997,12.290,16.703
6556.921,11.640,12.352,15.564
6558.433,12.176,12.430,9.725
6559.942,12.729,12.471,6.281
6561.451,12.540,12.485,6.442
6562.964,12.414,12.535,10.532
6564.474,12.441,12.531,14.416
6565.988,12.612,12.499,13.974
6567.498,13.023,12.452,9.616
6569.013,13.028,12.408,7.608
6570.524,12.330,12.411,8.661
6572.036,12.168,12.432,8.652
6573.551,12.806,12.336,7.249
6575.063,12.650,12.287,6.196
6576.580,12.510,12.264,7.312
6578.092,12.412,12.207,11.562
6579.609,12.083,12.169,14.748
6581.123,12.618,12.207,11.944
6582.637,10.431,12.265,7.615
6584.155,11.713,12.220,6.167
6585.670,13.036,12.189,6.043
6587.188,11.862,12.231,6.176
6588.704,12.463,12.236,5.856
6590.223,11.923,12.224,5.744
6591.739,11.867,12.161,6.031
6593.255,12.617,12.162,6.090
6594.776,12.550,12.223,5.889
6596.293,12.763,12.301,6.321
6597.814,12.791,12.392,7.158
6599.332,12.187,12.470,7.602
6600.854,12.172,12.523,7.036
6602.372,12.630,12.591,6.246
6603.891,12.868,12.662,7.050
6605.414,12.696,12.704,9.429
6606.933,13.048,12.719,10.171
6608.457,13.161,12.761,8.165
6609.977,12.963,12.796,6.032
6611.502,12.727,12.795,5.738
6613.022,12.565,12.769,5.668
6614.544,13.688,12.743,5.539
6616.069,13.036,12.741,5.634
6617.591,12.589,12.794,5.765
6619.117,13.212,12.820,5.687
6620.640,12.317,12.830,5.679
6622.167,12.331,12.863,5.594
6623.690,12.711,12.907,5.644
6625.214,12.352,12.899,5.688
6626.742,12.430,12.828,5.832
6628.266,12.626,12.768,6.326
6629.794,12.443,12.736,6.747
6631.320,12.762,12.695,6.606
6632.849,13.295,12.645,6.215
6634.375,12.678,12.640,6.740
6635.901,11.997,12.665,7.600
6637.431,12.929,12.621,7.484
6638.958,12.118,12.569,6.809
6640.489,12.275,12.534,5.942
6642.017,13.006,12.538,5.702
6643.548,12.490,12.622,5.667
6645.077,13.391,12.743,5.540
6646.605,12.672,12.804,5.592
6648.138,12.686,12.937,5.682
6649.667,12.962,12.987,5.596
6651.201,12.408,12.923,5.724
6652.731,12.302,12.942,5.946
6654.265,12.664,12.843,5.796
6655.796,12.921,12.675,5.772
6657.327,12.371,12.599,5.841
6658.862,12.159,12.577,5.674
6660.394,12.447,12.529,5.680
6661.930,12.249,12.479,5.866
6663.462,12.697,12.507,6.108
6664.999,13.330,12.458,6.169
6666.532,12.538,12.437,6.002
6668.066,12.158,12.457,6.363
6669.604,11.866,12.445,6.758
6671.138,12.354,12.400,6.575
6672.676,12.096,12.498,6.093
6674.211,12.994,12.512,5.635
6675.750,12.776,12.540,5.722
6677.286,12.331,12.588,5.821
6678.826,11.308,12.580,5.906
6680.362,12.610,12.476,5.707
6681.899,12.385,12.338,5.503
6683.440,12.473,12.280,5.791
6684.977,12.182,12.304,5.863
6686.519,12.332,12.380,5.831
6688.057,13.664,12.482,5.705
6689.599,13.236,12.565,5.807
6691.138,12.929,12.589,5.717
6692.678,12.641,12.694,5.572
6694.221,13.131,12.702,5.633
6695.761,12.908,12.664,5.597
6697.305,12.446,12.639,5.547
6698.846,13.107,12.543,5.782
6700.390,12.308,12.432,6.293
6701.932,11.828,12.365,6.520
